AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,timestamp
0,1.8,0.54,0.23,4,12,16,19,18,7,0,86,2.3,2,311,66,1.5,0.7,1394683200
0,1.8,0.53,0.22,5.1,14,19,20,11,6,0,86,2.1,2,341,55,1.6,0.4,1394686800
-12.3,1.8,0.48,0.18,4.1,12,16,26,20,6,0,85,2,2,44,53,3.4,1.2,1394690400
18,1.8,0.48,0.14,3,10,13,29,14,3,0,80,1.9,1.9,59,65,2.8,2.4,1394694000
17,1.8,0.49,0.16,2.8,10,13,31,20,1,0,77,1.9,1.9,61,68,2.7,2.1,1394697600
17,1.8,0.52,0.12,1.9,10,12,31,13,0,0,76,1.9,1.9,56,59,2.8,2.8,1394701200
17,1.8,0.52,0.1,2,9.2,11,34,13,0,0,70,1.8,1.9,58,56,2.3,1.7,1394704800
17,1.8,0.5,0.08,1.7,6.8,8.5,37,10,0,0,65,1.8,1.9,63,61,1.7,2.3,1394708400
17,1.8,0.57,0.24,1.8,10,12,34,9,5,0,63,2,2,19,326,1,0.5,1394712000
17,1.8,0.58,0.26,1.7,12,14,34,18,10,0,64,2.2,2.1,321,49,1,0.3,1394715600
16,1.8,0.52,0.19,1.8,7.8,9.6,37,16,10,0,67,2.1,2,343,327,0.7,0.4,1394719200
16,1.8,0.53,0.26,1.6,9.6,11,31,27,8,0,70,2.4,2.1,356,8.8,0.7,0.6,1394722800
15,1.8,0.48,0.13,1.8,9,11,40,34,7,0,68,3.2,1.9,330,57,1.8,0.7,1394726400
15,1.8,0.46,0.17,1.7,6,7.7,39,48,19,0,71,1.8,2,351,330,1.4,0.5,1394730000
14,1.8,0.45,0.12,1.7,5.2,7,43,50,23,0,70,1.8,1.9,9.9,54,1.2,0.4,1394733600
14,1.8,0.44,0.16,0.9,4.3,5.2,45,45,34,0,70,1.9,1.9,333,52,1.3,0.4,1394737200
14,1.8,0.44,0.14,0.9,4.9,5.7,42,47,34,0,70,1.8,1.9,60,65,1.2,0.5,1394740800
14,1.8,0.47,0.08,1,5.2,6.2,43,46,41,0,65,1.9,1.9,59,55,1.2,0.8,1394744400
14,1.8,0.54,0.24,0.7,10,11,36,56,39,0,64,2,2,43,37,1,0.4,1394748000
15,1.8,0.59,0.12,1.7,12,13,39,67,40,0,58,2.2,1.9,64,53,2.8,1.2,1394751600
15,1.8,0.48,0.07,1.3,5.2,6.6,45,73,48,0,55,2.2,1.9,57,56,3.1,3.1,1394755200
17,1.8,0.46,0.11,1.4,6,7.3,44,68,47,0,53,2.6,1.9,70,312,2.2,0.7,1394758800
18,1.8,0.46,0.13,1.5,6.3,7.8,49,69,44,0,48,3,1.9,11,336,2.6,0.5,1394762400
19,1.8,0.45,0.14,1.3,5.9,7.2,54,78,34,0,45,3.7,1.9,9.3,102,3.1,0.2,1394766000
19,1.8,0.44,0.11,1.4,5.6,7,59,77,40,0,45,3.7,1.9,341,96,3.6,0.5,1394769600
19,1.8,0.44,0.1,1.2,6.6,7.8,65,64,42,0,45,3.7,1.9,87,88,3.1,0.8,1394773200
18,1.8,0.45,0.13,1.2,9.4,11,66,65,48,0,47,4.3,1.9,84,81,3.3,1.6,1394776800
18,1.8,0.46,0.17,1.6,9.8,11,65,73,39,0,47,4.3,1.9,91,183,2.5,0.2,1394780400
17,1.8,0.48,0.17,1.3,13,15,57,85,37,0,51,4.3,2,41,75,2.1,0.2,1394784000
16,1.8,0.53,0.17,1.1,16,17,51,87,28,0,55,4.1,1.9,70,57,2.2,0.7,1394787600
15,1.8,0.46,0.13,1.2,14,15,50,91,36,0,57,4,1.9,63,58,1.8,1.5,1394791200
15,1.8,0.47,0.14,1.2,13,14,47,95,41,0,57,3.5,1.9,66,54,1.7,1.2,1394794800
15,1.8,0.47,0.18,1,11,12,46,91,36,0,56,3.2,2,58,57,1.7,1.1,1394798400
15,1.8,0.44,0.12,1.1,9.9,11,45,83,24,0,56,2.9,1.9,76,78,2.4,1.4,1394802000
15,1.8,0.48,0.22,1.4,13,14,37,70,19,0,56,3.2,2,301,315,1.2,0.4,1394805600
14,1.8,0.45,0.2,0.7,14,15,33,67,34,0,59,3.4,2,278,64,0.7,0.3,1394809200
14,1.8,0.5,0.17,1.1,13,14,24,65,36,0,67,2.5,2,126,120,1.3,1,1394812800
14,1.8,0.47,0.14,0.9,10,11,21,60,37,0,73,1.8,1.9,119,135,1.1,1.2,1394816400
14,1.8,0.52,0.22,1,12,13,18,57,37,0,72,2.1,2.1,88,57,1.5,0.7,1394820000
15,1.8,0.52,0.24,0.9,12,13,20,60,40,0,73,2,2.1,112,161,1.1,0.7,1394823600
16,1.9,0.64,0.31,1.8,20,22,24,79,47,0,71,6.8,2.2,204,197,2,1.9,1394827200
17,1.8,0.5,0.14,1.6,10,12,48,96,48,0,72,4.1,1.9,186,193,2.7,2.5,1394830800
16,1.8,0.67,0.26,2.2,16,18,37,113,62,0,75,4.4,2.1,193,196,1.7,1.8,1394834400
16,1.8,0.76,0.29,2.6,16,18,37,123,72,0,73,4.2,2.1,187,198,1.6,1.9,1394838000
18,1.9,1.17,0.47,7.6,32,39,28,136,76,0,66,5.9,2.4,216,225,3,1.7,1394841600
19,1.9,1.18,0.59,5.2,31,36,41,155,78,0,63,6.9,2.5,208,206,3.9,3.2,1394845200
20,1.9,1.25,0.45,4.2,25,29,50,165,70,0,61,7.2,2.3,209,216,4.2,3.9,1394848800
22,1.8,3.16,0.37,3.3,19,23,65,169,62,0,53,8.7,2.2,208,208,4.2,4,1394852400
22,1.8,0.93,0.21,2.1,13,15,70,141,49,0,47,6.7,2,213,218,3.1,3.7,1394856000
22,1.8,0.62,0.2,1.6,14,16,79,120,47,0,48,7.4,2,208,190,3.4,2.9,1394859600
22,1.8,0.57,0.22,1.7,18,20,73,100,52,0,45,5.2,2.1,248,308,3.2,2.3,1394863200
18,1.8,0.55,0.22,2.2,25,28,57,114,62,0,68,6.7,2.1,307,309,1.3,1.3,1394866800
18,1.8,0.53,0.24,1.9,25,27,51,115,59,0,68,6.3,2,299,273,0.8,1.6,1394870400
17,1.8,0.6,0.26,1.7,27,29,47,118,59,0,69,5.9,2.1,309,312,1.3,1.3,1394874000
17,1.8,0.64,0.29,1.5,28,29,39,105,61,0,69,5.3,2.1,65,10,0.6,0.6,1394877600
17,1.8,0.71,0.33,1.4,28,29,27,107,68,0,70,4.2,2.2,99,121,1.6,0.8,1394881200
17,1.8,0.52,0.17,1.2,14,15,36,92,69,0,63,2.4,2,114,115,1.9,1.4,1394884800
17,1.8,0.46,0.13,1.3,12,13,37,79,57,0,59,2.5,1.9,132,157,0.8,1.3,1394888400
17,1.9,0.67,0.25,1.5,24,26,24,73,49,0,72,2.7,2.2,9.1,115,0.8,0.2,1394892000
17,1.9,0.83,0.34,1.6,30,31,14,80,45,0,70,4.3,2.3,232,76,1.1,0.1,1394895600
17,1.9,0.75,0.39,1.4,29,31,12,97,58,0,76,3.5,2.3,87,115,2.1,0.7,1394899200
16,1.9,0.9,0.38,1.6,34,35,10,92,54,0,69,3,2.3,119,116,1.8,1.8,1394902800
16,1.8,0.65,0.23,1.5,23,24,22,82,52,0,66,2.2,2.1,120,119,1.6,1.6,1394906400
16,1.8,0.49,0.15,1,11,12,31,69,43,0,64,2.1,2,112,61,0.7,1,1394910000
16,1.8,0.56,0.27,1.1,15,16,24,56,39,0,68,2.2,2.1,100,119,1.8,1.1,1394913600
16,1.8,0.57,0.21,1.5,16,17,21,61,27,0,71,2,2,118,112,1.1,0.4,1394917200
16,1.9,0.66,0.24,1.8,22,24,13,62,27,0,72,3.4,2.1,266,294,0.8,0.3,1394920800
16,1.9,0.96,0.36,7.2,28,35,5,77,36,0,74,3.6,2.3,201,189,1.4,0.3,1394924400
17,1.9,1.06,0.38,7.4,30,37,9.5,85,56,0.4,72,5.8,2.3,224,303,1,0.8,1394928000
17,1.9,1.04,0.38,9.2,27,36,17,105,62,0,76,3.4,2.3,118,296,0.9,0.3,1394931600
17,2,0.99,0.37,13,36,49,15,120,65,0,76,6.3,2.3,303,261,0.9,0.9,1394935200
18,2,0.93,0.33,13,39,52,16,136,62,0,74,6.8,2.3,297,292,1.6,0.9,1394938800
19,1.9,0.79,0.26,11,35,47,27,137,70,0,66,8.1,2.2,296,287,2.5,1.2,1394942400
20,1.8,0.6,0.14,6.8,29,36,30,129,67,0,56,9.1,2,302,313,2.4,1.7,1394946000
19,1.8,0.58,0.15,5.6,29,34,30,111,67,0,65,8.8,2,322,35,1.3,1.2,1394949600
21,1.8,0.55,0.12,7.5,28,35,34,101,62,0,61,10,1.9,307,302,2.2,1.4,1394953200
20,1.8,0.55,0.12,3.7,25,28,35,98,61,0,65,7.8,1.9,308,299,2.6,2.3,1394956800
18,1.8,0.49,0.11,2,20,22,48,103,60,0,63,5.7,1.9,309,314,1.4,1.8,1394960400
18,1.8,0.53,0.13,1.4,22,23,43,99,54,0,64,4.9,1.9,290,291,0.9,0.9,1394964000
18,1.8,0.63,0.16,1.4,26,27,27,94,61,0,68,4.3,2,90,62,1.1,0.9,1394967600
18,1.8,0.55,0.14,1.3,19,21,24,86,61,0,74,2.7,1.9,98,115,0.7,1.1,1394971200
17,1.8,0.47,0.11,1.4,14,15,26,80,61,0,77,2.1,1.9,114,120,2.6,1.6,1394974800
17,1.8,0.44,0.09,1.2,10,11,27,77,47,0,77,2,1.9,116,113,2.1,2.4,1394978400
17,1.8,0.43,0.09,1.3,8.9,10,29,70,45,0,76,1.9,1.9,111,95,1.7,1.9,1394982000
18,1.8,0.38,0.07,1.2,8,9.2,31,55,27,0,75,2,1.9,143,146,0.9,0.9,1394985600
17,1.8,0.35,0.06,1.1,8.5,9.6,30,41,16,0,77,2.1,1.8,112,117,2.3,1.8,1394989200
16,1.8,0.36,0.04,1.2,11,12,31,30,8,0,77,2.8,1.8,117,117,2.3,2.4,1394992800
16,1.8,0.42,0.04,2.1,12,14,27,33,15,0,78,3.7,1.8,116,112,2.3,2.6,1394996400
16,1.8,0.47,0.04,1.9,11,13,27,28,21,0,77,4.1,1.8,117,116,2,2.5,1395000000
15,1.8,0.49,0.06,2.1,11,13,22,37,27,0,78,4.4,1.8,104,110,2.5,2,1395003600
16,1.8,0.61,0.09,2.6,13,15,18,44,25,0,80,3.9,1.9,116,111,2.6,2.5,1395007200
17,1.8,0.72,0.14,3.9,15,19,19,59,34,0,76,4.7,1.9,109,101,1.1,1.7,1395010800
20,1.8,1.05,0.31,16,28,44,22,75,34,0,67,6.5,2.1,286,245,1.3,0.2,1395014400
22,1.8,0.65,0.23,4,18,22,46,83,45,0,57,5.9,2,239,247,1,0.9,1395018000
23,1.8,0.62,0.27,3.1,17,20,58,87,55,0,55,4.2,2.1,218,208,2.4,1.7,1395021600
23,1.8,0.79,0.31,2.9,24,27,67,89,61,0,55,4.3,2.2,218,170,2,1.2,1395025200
24,1.9,0.9,0.36,3.3,31,34,73,105,70,0,55,4.8,2.3,213,231,2.1,1.2,1395028800
25,1.9,0.77,0.36,3.2,25,28,86,110,76,0,52,4.4,2.2,214,211,2.6,1.6,1395032400
26,1.8,0.65,0.3,2.5,18,21,86,115,71,0,50,4,2.1,210,213,3.2,2.7,1395036000
25,1.8,0.6,0.31,2.3,18,20,75,97,56,0,51,4.5,2.1,221,237,3.1,2.9,1395039600
25,1.8,0.71,0.36,3.3,26,29,71,108,43,0,52,6.2,2.2,233,222,2.2,2.2,1395043200
25,1.8,0.99,0.55,5.5,40,45,53,104,51,0,55,6.5,2.4,235,243,2.1,1.8,1395046800
22,1.8,0.87,0.47,2.7,37,39,30,112,51,0,66,6,2.3,124,119,2.2,0.5,1395050400
20,1.8,0.72,0.34,2.3,28,30,26,97,52,0,75,3.9,2.2,116,115,2.6,2.7,1395054000
20,1.8,0.69,0.3,2.1,21,23,26,95,45,0,76,2.6,2.1,105,114,2.2,2.1,1395057600
19,1.8,0.58,0.19,2,15,17,32,86,48,0,77,2.3,2,104,101,2.4,2.4,1395061200
19,1.8,0.52,0.14,1.9,11,13,34,83,40,0,78,2.2,1.9,104,118,2.2,2.3,1395064800
19,1.8,0.42,0.09,2,7.5,9.4,37,64,34,0,79,2,1.9,105,103,2.4,2.1,1395068400
18,1.8,0.36,0.06,1.8,5.8,7.6,36,61,26,0,80,1.8,1.8,109,111,1.8,2.1,1395072000
19,1.8,0.35,0.06,1.7,5.2,6.9,40,50,25,0,80,1.7,1.8,94,99,2.3,2.1,1395075600
19,1.7,0.34,0.05,1.8,4.9,6.7,39,52,21,0,79,1.6,1.8,99,104,2.2,2.1,1395079200
18,1.7,0.34,0.06,0.8,4.5,5.3,35,41,16,0,80,1.4,1.8,105,113,2.2,1.9,1395082800
18,1.7,0.33,0.06,0.7,4.5,5.3,32,34,19,0,81,1.4,1.8,99,101,2.1,2,1395086400
18,1.7,0.36,0.07,0.8,5.3,6.1,30,31,18,0,81,1.4,1.8,106,102,2,2,1395090000
18,1.7,0.44,0.09,1.2,8.1,9.3,26,35,16,0,81,1.4,1.8,98,94,2,2,1395093600
19,1.8,0.8,0.21,8,16,24,18,45,4,0,79,1.7,2,78,110,1.4,1.1,1395097200
21,1.8,1.14,0.41,17,29,45,13,53,13,0,71,2.5,2.2,357,275,1,0.4,1395100800
24,1.8,0.95,0.32,3.9,25,29,47,69,29,0,59,7.4,2.1,262,270,1.6,0.9,1395104400
25,1.8,1.13,0.32,5.1,34,39,36,76,49,0,56,11,2.1,268,267,2.4,1.5,1395108000
26,1.8,1.08,0.3,5.6,39,45,27,76,49,0,54,11,2.1,292,307,3,1.8,1395111600
25,1.8,0.59,0.11,4.1,19,23,45,87,57,0,58,9.6,1.9,297,284,2.6,2.6,1395115200
25,1.7,0.39,0.08,1.4,7.6,9,53,62,51,0,60,4.1,1.8,297,286,2.5,2.6,1395118800
25,1.7,0.4,0.13,1.2,7.4,8.6,53,80,44,0,59,4.2,1.9,296,308,2.3,2.3,1395122400
25,1.8,0.4,0.11,1.1,7.8,8.9,56,74,42,0,60,3.9,1.9,303,306,1.8,1.7,1395126000
24,1.7,0.39,0.13,1,8.9,9.9,51,89,48,0,63,3.8,1.9,342,9.2,1.3,0.8,1395129600
24,1.8,0.48,0.18,0.8,12,13,45,70,50,0,68,4,1.9,39,44,1,0.7,1395133200
23,1.8,0.49,0.12,1.2,12,13,41,68,44,0,69,3.1,1.9,87,101,2.1,1.6,1395136800
23,1.8,0.49,0.14,0.8,12,13,37,65,40,0,70,3,1.9,96,11,0.8,1.5,1395140400
23,1.8,0.61,0.3,1.2,17,18,28,78,45,0,72,4.3,2.1,112,115,2.4,0.7,1395144000
22,1.7,0.51,0.16,1,11,12,32,73,44,0,73,2.3,1.9,109,38,1.3,1,1395147600
21,1.7,0.44,0.11,1,10,11,29,68,43,0,76,2,1.8,109,116,1.8,1.6,1395151200
22,1.7,0.39,0.07,0.7,6.2,6.9,36,55,34,0,73,1.8,1.8,106,83,2.9,2,1395154800
22,1.8,0.43,0.12,0.9,9.3,10,29,52,40,0,73,1.9,1.9,85,58,0.8,0.7,1395158400
21,1.8,0.42,0.11,0.5,8.7,9.1,23,58,44,0,78,1.9,1.9,133,121,2.1,1.3,1395162000
20,1.8,0.42,0.11,1,8.2,9.2,17,58,46,0,80,2.1,1.9,116,135,1,1.4,1395165600
20,1.8,0.44,0.14,0.9,9.4,10,17,69,44,0,82,2,1.9,117,102,1,1.5,1395169200
21,1.9,0.71,0.28,1,18,19,9.7,68,43,0,82,2.2,2.1,118,120,1.8,1.5,1395172800
21,1.8,0.68,0.26,1,16,17,13,75,51,0,81,2.2,2.1,109,107,1.2,1.7,1395176400
21,1.8,0.7,0.22,1.4,13,14,16,76,53,0,81,2.2,2,113,78,1.2,1.7,1395180000
22,1.8,1.11,0.35,12,21,33,9.2,80,50,0,79,2.6,2.2,96,51,0.8,0.9,1395183600
24,1.9,1.47,0.56,12,32,44,13,93,51,0,71,4.1,2.4,280,339,1,0.6,1395187200
25,1.8,1.04,0.39,3.1,25,28,30,107,57,0,64,4.1,2.2,298,136,1,0.2,1395190800
27,1.8,0.64,0.26,1.1,13,14,52,121,71,0,53,3.1,2,208,199,2.8,1.5,1395194400
28,1.8,0.61,0.29,0.8,14,14,63,126,64,0,49,2.9,2.1,221,228,3,2.4,1395198000
29,1.8,0.69,0.8,1,16,17,73,114,62,0,48,3.8,2.6,229,233,3.6,2.8,1395201600
29,1.8,0.55,0.9,0.8,12,13,72,109,51,0,48,5.5,2.7,236,269,3.5,2.5,1395205200
29,1.7,0.51,0.22,0.8,13,14,57,95,52,0,51,4.4,2,245,225,4,2.7,1395208800
29,1.7,0.47,0.27,0.9,12,13,51,98,47,0,50,3.8,2,229,237,3.6,3.4,1395212400
28,1.7,0.54,0.31,1,14,15,48,88,53,0,54,4.8,2,247,237,3.7,3.4,1395216000
26,1.8,0.69,0.3,1.4,22,24,40,85,59,0,68,5.1,2,294,298,1.9,2,1395219600
24,1.8,0.7,0.28,1,17,18,45,96,73,0,75,5.3,2,279,207,1.7,1.4,1395223200
24,1.8,0.75,0.45,0.9,20,21,31,105,74,0,76,4.7,2.2,184,190,2.5,2,1395226800
24,1.8,0.74,0.68,1.1,20,21,30,131,83,0,76,4.9,2.5,200,196,2.6,2.7,1395230400
24,1.9,0.72,0.5,1.1,19,20,32,144,82,0,76,5.2,2.4,200,201,2.9,3,1395234000
24,1.8,0.5,0.31,0.6,15,16,20,140,70,0,76,4.2,2.1,205,201,2.8,2.6,1395237600
24,1.8,0.41,0.18,0.7,12,12,18,120,51,0,79,3.1,2,197,198,2.2,2.3,1395241200
23,1.8,0.35,0.1,0.7,8.9,9.6,19,89,23,0,80,2.8,1.9,195,194,2.5,2.2,1395244800
23,1.8,0.33,0.09,0.6,6.8,7.5,25,77,22,0,80,2.7,1.9,183,188,3.5,2.6,1395248400
21,1.7,0.39,0.15,1,10,11,5.5,80,51,0,79,2.7,1.9,62,51,1.3,0.5,1395252000
21,1.7,0.39,0.15,1,10,11,5.5,80,51,0,79,2.7,1.9,62,51,1.3,0.5,1395255600
21,1.7,0.39,0.15,1,10,11,5.5,80,51,0,79,2.7,1.9,62,51,1.3,0.5,1395259200
21,1.7,0.39,0.15,1,10,11,5.5,80,51,0,79,2.7,1.9,62,51,1.3,0.5,1395262800
21,1.8,0.42,0.15,1.2,15,16,10,83,50,0,78,2.6,1.9,73,107,2.6,1.5,1395266400
22,1.7,0.4,0.11,0.8,7.8,8.6,21,73,40,0,72,2.4,1.8,96,101,2.4,2,1395270000
24,1.7,0.49,0.2,3.3,15,18,19,74,46,0,65,2.8,1.9,68,58,1.7,0.9,1395273600
24,1.8,0.43,0.2,2.7,14,17,20,82,47,0,70,3.3,2,332,322,1.8,1,1395277200
24,1.8,0.38,0.19,2.3,11,14,24,83,50,0,70,2.6,1.9,313,316,3.2,1.7,1395280800
24,1.7,0.34,0.15,1.6,8.4,10,28,71,45,0,69,2.1,1.9,315,312,4,2.5,1395284400
24,1.7,0.39,0.1,2.4,10,13,29,43,32,0,66,2.2,1.8,2.4,69,2.6,0.5,1395288000
23,1.8,0.45,0.16,2,11,13,29,48,21,0,68,2.3,1.9,306,306,3.7,2.4,1395291600
22,1.8,0.49,0.21,1.9,13,15,27,51,21,0,67,2.5,2,318,79,2.9,1.2,1395295200
21,1.8,0.48,0.18,1.7,12,14,28,51,27,0,67,2.2,2,71,285,3.1,0.6,1395298800
18,1.8,0.44,0.24,1.8,12,14,26,49,31,0,72,2.1,2,102,73,3.7,1,1395302400
17,1.8,0.46,0.22,1.9,11,13,19,49,31,0,75,2.3,2,64,84,3.8,3.5,1395306000
16,1.8,0.52,0.24,1.7,11,13,17,58,31,0,76,2.3,2,77,65,4.3,1.7,1395309600
15,1.8,0.5,0.24,1.8,10,12,18,48,31,0,75,2.3,2.1,81,78,2.6,1.6,1395313200
15,1.8,0.49,0.24,1.3,10,11,19,45,34,0,74,2.4,2.1,69,68,2.5,1.7,1395316800
14,1.8,0.42,0.16,0.9,8.7,9.6,23,44,27,0,73,2.3,2,64,60,4.2,3.1,1395320400
13,1.8,0.47,0.19,0.8,8.1,8.9,24,54,34,0,74,2.4,2,75,94,3.5,2.4,1395324000
13,1.8,0.49,0.19,0.6,8.3,8.9,23,50,32,0,74,2.5,2,65,53,4.3,2.4,1395327600
19,1.7,0.42,0.05,0.8,11,12,40,60,38,0,96,5.8,1.8,310,308,1.7,1.5,1396281600
18,1.7,0.42,0.04,0.7,7.4,8.1,46,49,27,0,97,2.2,1.8,313,308,2.2,1.5,1396285200
17,1.7,0.42,0.05,0.9,8.8,9.7,40,35,24,0,97,3.3,1.7,315,320,2,1.2,1396288800
17,1.7,0.4,0.04,0.4,5.9,6.3,43,33,18,0,97,1.8,1.7,337,294,0.7,0.6,1396292400
18,1.7,0.4,0.06,0.6,5.8,6.4,35,27,13,0,98,1.7,1.7,357,300,1.5,0.5,1396296000
18,1.7,0.39,0.06,0.5,8.6,9.1,32,32,15,0,97,2.2,1.7,325,349,1.2,0.6,1396299600
18,1.7,0.4,0.05,0.3,6.6,6.8,35,18,12,0,96,1.6,1.7,64,55,1.8,0.4,1396303200
19,1.7,0.43,0.06,0.5,7.3,7.8,32,21,11,0,93,1.6,1.7,55,51,2.1,1.4,1396306800
19,1.7,0.4,0.06,0.9,7.1,8,38,17,5,0,88,1.6,1.7,45,75,1.9,0.8,1396310400
19,1.7,0.38,0.09,1,7,8,40,30,6,0,84,1.8,1.7,321,11,1.9,1.2,1396314000
19,1.7,0.39,0.15,1,7.8,8.8,35,0,-1,0,84,2,1.8,40,55,1.8,0.5,1396317600
20,1.6,0.38,0.08,1,6.1,7.1,35,22,16,0,82,1.9,1.7,63,53,1.6,1.4,1396321200
21,1.6,0.4,0.12,1.2,10,11,35,24,18,0,79,2.3,1.8,326,310,1.6,0.7,1396324800
22,1.6,0.37,0.07,1,7.3,8.3,44,21,24,0,75,1.9,1.7,52,31,1.9,0.9,1396328400
22,1.6,0.35,0.08,0.6,6.7,7.3,48,32,21,0,72,2.1,1.7,45,65,1.9,0.9,1396332000
22,1.7,0.42,0.14,1.3,16,17,38,37,20,0,73,4.4,1.8,326,313,2.9,1.3,1396335600
20,1.7,0.42,0.16,0.9,15,16,30,44,16,0,81,2.9,1.8,27,42,1.7,0.2,1396339200
19,1.7,0.46,0.14,0.3,14,14,31,40,17,0,82,1.9,1.8,61,57,2.5,0.9,1396342800
19,1.7,0.39,0.09,0.3,10,10,32,37,21,0,84,1.7,1.7,63,93,3.1,2,1396346400
19,1.7,0.41,0.13,0.2,12,12,28,27,27,0,83,1.7,1.8,69,84,2.8,1.5,1396350000
19,1.7,0.38,0.1,0.3,9.8,10,30,28,22,0,82,1.7,1.8,78,66,2.6,1.8,1396353600
19,1.7,0.35,0.06,0,8.5,8.5,35,19,22,0,79,1.6,1.7,87,102,1.8,1.4,1396357200
19,1.7,0.35,0.07,0,7.6,7.6,37,15,14,0,76,1.6,1.7,54,53,1.7,0.9,1396360800
19,1.7,0.36,0.09,0.1,9,9.1,26,8,15,0,80,1.9,1.8,52,43,1.1,1.1,1396364400
19,1.7,0.36,0.09,0.1,8.9,9,28,11,17,0,78,2,1.8,51,77,1.7,0.6,1396368000
19,1.7,0.33,0.06,0.2,6,6.2,33,8,16,0,75,1.6,1.7,25,342,1.4,0.5,1396371600
19,1.7,0.32,0.07,0.3,7.1,7.4,29,7,11,0,78,1.6,1.7,54,55,1.5,0.4,1396375200
19,1.7,0.32,0.06,0.9,4.7,5.5,31,7,3,0,76,1.4,1.7,68,106,0.7,0.7,1396378800
19,1.7,0.33,0.05,1,4.5,5.4,37,7,0,0,72,1.4,1.7,94,156,0.9,1.3,1396382400
18,1.7,0.36,0.09,1,8.3,9.3,25,12,0,0,78,1.3,1.8,16,88,0.8,0.2,1396386000
19,1.7,0.47,0.12,2.1,13,15,20,7,1,0,78,1.5,1.8,123,198,1,0.5,1396389600
19,1.7,0.62,0.17,5.9,18,24,14,17,1,0,76,3.7,1.9,306,299,1.2,1,1396393200
20,1.7,0.44,0.11,4.1,11,16,23,15,1,0,73,2.1,1.8,299,308,1.9,1,1396396800
22,1.7,0.35,0.12,1.8,7.4,9.3,39,27,0,0,65,2,1.8,314,319,2.3,2,1396400400
22,1.7,0.37,0.15,1.7,8.5,10,41,34,8,0,64,2,1.8,316,311,2.2,1.3,1396404000
22,1.7,0.42,0.17,2.3,16,18,37,47,15,0,65,4.3,1.9,297,290,2.9,2.2,1396407600
21,1.7,0.54,0.4,2.1,19,21,37,40,26,0,69,3.7,2.1,212,193,3.9,2.2,1396411200
20,1.7,0.5,0.18,2.4,14,16,42,30,24,0,77,1.9,1.9,154,125,1.3,2.5,1396414800
21,1.6,0.45,0.14,1.5,9.8,11,46,22,29,0.4,79,1.8,1.8,174,334,1.9,0.9,1396418400
21,1.7,0.57,0.34,3.3,20,24,38,27,33,0,81,2.7,2.1,309,313,2.3,1.7,1396422000
21,1.7,0.46,0.21,3.3,24,27,35,32,38,0,81,5,1.9,311,306,2.3,1.4,1396425600
20,1.7,0.45,0.17,3,20,23,31,42,41,0,82,3.1,1.9,38,89,2.3,0.8,1396429200
20,1.7,0.53,0.23,1.3,22,23,21,57,36,0,83,1.9,1.9,53,60,0.5,0.7,1396432800
20,1.7,0.57,0.22,1.7,18,20,19,60,41,0,85,1.8,1.9,88,65,1.7,0.6,1396436400
20,1.7,0.39,0.1,1.1,11,12,31,54,33,0,83,1.6,1.8,98,96,2,2.2,1396440000
20,1.7,0.48,0.15,1.3,13,14,24,50,37,0,82,1.5,1.8,116,324,0.9,0.6,1396443600
19,1.7,0.47,0.13,1.4,11,13,13,55,31,0,86,1.6,1.8,121,175,0.8,0.8,1396447200
18,1.9,0.57,0.28,2.8,27,30,3,68,39,0.2,87,3.2,2.2,251,212,1.7,1.1,1396450800
18,1.8,0.6,0.35,2.7,30,33,3.1,73,50,1,89,4.6,2.2,148,120,2.8,1.3,1396454400
20,1.7,0.49,0.19,1.2,15,17,29,64,45,0.6,83,1.7,1.9,130,166,2.4,3.5,1396458000
21,1.6,0.37,0.09,1.2,4.8,5.9,49,46,29,0,73,1.5,1.7,172,52,2.2,1.1,1396461600
20,1.7,0.39,0.13,1,8.6,9.6,38,23,4,0,78,1.5,1.8,13,56,1.5,0.2,1396465200
19,1.7,0.39,0.1,0.9,7.6,8.6,32,20,0,0,83,1.2,1.7,342,306,1.4,0.4,1396468800
18,1.7,0.43,0.14,0.8,13,13,21,23,13,0,87,1.5,1.8,46,85,1.1,0.3,1396472400
19,1.7,0.51,0.14,1.5,12,13,20,25,24,0,86,1.2,1.8,99,133,1.3,1.5,1396476000
19,1.7,0.69,0.25,4.3,16,20,18,32,28,0,83,2,1.9,182,172,1.7,1.1,1396479600
20,1.7,0.56,0.21,3.2,17,20,19,41,27,0,82,2,1.9,141,192,1.6,0.9,1396483200
21,1.7,0.69,0.45,6.3,20,27,23,48,28,0,80,3,2.2,222,234,1.6,1.6,1396486800
22,1.7,0.75,0.45,5.1,24,29,36,56,37,0,74,3.7,2.2,220,210,3.8,2.5,1396490400
23,1.7,0.8,0.44,2.7,20,23,50,55,37,0,69,4.9,2.1,213,207,3.6,3.3,1396494000
23,1.7,5.23,0.34,2.4,16,18,55,61,42,0,67,5.3,2,210,217,3.1,2.8,1396497600
23,1.7,1.06,0.36,1.9,18,20,56,61,38,0,67,4.9,2,210,214,3.5,3.3,1396501200
22,1.7,0.69,0.37,2.8,23,26,43,86,49,0,75,4.5,2.1,267,317,2.5,1.8,1396504800
22,1.7,0.46,0.27,3,21,24,45,93,54,0,79,3.9,2,319,327,1.6,1.4,1396508400
